original_path,new_path,action,reason,outcome_status,human_review_required
07-cloud-devops/service-principals/reference-guide.md,09-security-governance/service-principals/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/service-principals/troubleshooting-guide.md,95-review-required/generated-scaffolding/09-security-governance/service-principals/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/README.md,09-security-governance/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/ai-governance/README.md,09-security-governance/ai-governance/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/ai-governance/architecture-overview.md,95-review-required/generated-scaffolding/09-security-governance/ai-governance/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/ai-governance/best-practices.md,95-review-required/generated-scaffolding/09-security-governance/ai-governance/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/ai-governance/business-context.md,95-review-required/generated-scaffolding/09-security-governance/ai-governance/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/ai-governance/common-frameworks.md,95-review-required/generated-scaffolding/09-security-governance/ai-governance/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/ai-governance/examples/README.md,95-review-required/generated-scaffolding/09-security-governance/ai-governance/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/ai-governance/examples/example-01.md,95-review-required/generated-scaffolding/09-security-governance/ai-governance/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/ai-governance/examples/example-scenario.md,95-review-required/generated-scaffolding/09-security-governance/ai-governance/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/ai-governance/governance-checklist.md,95-review-required/generated-scaffolding/09-security-governance/ai-governance/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/ai-governance/learning-path.md,14-learning-paths/security-governance/ai-governance.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/ai-governance/quick-reference.md,13-reference/security-governance/ai-governance.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/ai-governance/reference-guide.md,09-security-governance/ai-governance/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/ai-governance/troubleshooting-guide.md,95-review-required/generated-scaffolding/09-security-governance/ai-governance/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/auditability/README.md,09-security-governance/auditability/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/auditability/architecture-overview.md,95-review-required/generated-scaffolding/09-security-governance/auditability/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/auditability/best-practices.md,95-review-required/generated-scaffolding/09-security-governance/auditability/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/auditability/business-context.md,95-review-required/generated-scaffolding/09-security-governance/auditability/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/auditability/common-frameworks.md,95-review-required/generated-scaffolding/09-security-governance/auditability/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/auditability/examples/README.md,95-review-required/generated-scaffolding/09-security-governance/auditability/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/auditability/examples/example-01.md,95-review-required/generated-scaffolding/09-security-governance/auditability/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/auditability/examples/example-scenario.md,95-review-required/generated-scaffolding/09-security-governance/auditability/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
